DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag]
0.0,3.74785307,2.8600000000000004e-05,-2.8600000000000004e-05,134.17465,0.00615,-0.00615,0.217,0.23600000000000002,-0.217,3.444,0.203,-0.203,146.0,10.0,-10.0,9.04,0.43,-2.44,2440.0,8389.62,1368.74,-4509.55,17.0,1.0,4929.0,72.0,-172.0,3.0010000000000003,0.033,-0.03,7.7,0.36700000000000005,-2.0780000000000003,291.04498,50.282261,13.845999999999998
0.0,3.7478350419999997,9.5e-08,-9.5e-08,134.1877331,2.07e-05,-2.07e-05,0.547,0.002,0.0,5.28519,0.0017800000000000001,-0.0017800000000000001,189000.0,41.7,-41.7,141.7,42.5,-63.8,2697.0,12482.82,11052.68,-9324.95,6016.2,1.0,8529.0,236.0,-371.0,3.7689999999999997,0.42,-0.14,3.065,0.92,-1.38,291.0614,50.25544,9.532
0.0,1.75643185,2.5e-05,-2.5e-05,132.0575,0.014,-0.014,0.115,0.34700000000000003,-0.115,2.397,0.29,-0.29,51.6,5.9,-5.9,0.58,0.16,-0.05,1366.0,821.36,660.5,-205.07,9.6,1.0,5696.0,154.0,-154.0,4.57,0.044000000000000004,-0.17600000000000002,0.812,0.222,-0.069,295.94925,50.20892,14.529000000000002
0.0,1.756466865,4.38e-07,-4.38e-07,132.03029899999999,0.000207,-0.000207,0.8240000000000001,0.033,-0.034,4.7781,0.0115,-0.0115,188000.0,404.0,-404.0,87.4,13.8,-20.8,1831.0,2652.65,1122.78,-1182.51,541.9,1.0,5726.0,85.0,-68.0,4.077,0.22399999999999998,-0.096,1.465,0.23199999999999998,-0.348,296.00742,50.232609000000004,10.46
0.0,33.15947581,2.32e-06,-2.32e-06,159.81264109999998,5.489999999999999e-05,-5.489999999999999e-05,0.768,0.006,-0.006,9.013530000000001,0.00283,-0.00283,222000.0,62.2,-62.2,146.47,48.9,-32.6,1068.0,307.53,375.3,-188.7,3733.6,1.0,7967.0,454.0,-844.0,4.001,0.162,-0.198,2.379,0.794,-0.529,296.46429,50.286152,11.562000000000001
0.0,46.14869106,2.26e-05,-2.26e-05,173.238091,0.00038500000000000003,-0.00038500000000000003,0.002,0.004,-0.002,19.092,0.0203,-0.0203,350000.0,405.0,-405.0,114.2,25.9,-38.8,647.0,41.46,29.62,-25.07,1021.3,1.0,5383.0,178.0,-129.0,3.908,0.33799999999999997,-0.135,1.935,0.439,-0.6579999999999999,289.39417000000003,50.368069,12.387
0.0,60.2976774,0.000162,-0.000162,161.854691,0.000335,-0.000335,0.596,0.022000000000000002,-0.021,14.2561,0.0146,-0.0146,316000.0,317.0,-317.0,63.57,18.5,-9.24,481.0,12.63,11.09,-4.46,1215.8,1.0,5995.0,180.0,-180.0,4.434,0.084,-0.196,0.977,0.285,-0.142,293.48035,50.347488,15.68
0.9490000000000001,13.2298203,0.000278,-0.000278,134.3757,0.0195,-0.0195,0.435,0.046,-0.414,3.5660000000000003,0.679,-0.679,158.0,15.0,-15.0,1.5,0.24,-0.14,856.0,126.84,51.02,-28.2,10.0,3.0,6049.0,72.0,-91.0,4.353,0.076,-0.114,1.176,0.184,-0.107,292.7131,38.358212,14.818
0.047,3.71840884,7.62e-05,-7.62e-05,134.6575,0.018,-0.018,0.192,0.266,-0.192,3.611,0.516,-0.516,77.2,9.6,-9.6,0.84,0.28,-0.09,1184.0,464.19,444.36,-141.7,9.6,2.0,5982.0,160.0,-195.0,4.493,0.054000000000000006,-0.21600000000000003,0.96,0.314,-0.105,287.44409,38.088428,14.794
0.0,1.703347524,1.08e-07,-1.08e-07,132.46804479999997,5.27e-05,-5.27e-05,0.223,0.013999999999999999,0.0,3.3039,0.0022199999999999998,-0.0022199999999999998,504000.0,380.0,-380.0,47.62,5.59,-3.01,1202.0,495.27,200.2,-105.52,1288.0,1.0,5325.0,159.0,-143.0,4.657,0.039,-0.066,0.648,0.076,-0.040999999999999995,293.09494,38.361252,12.524000000000001
0.0,1.70332915,1.3000000000000001e-05,-1.3000000000000001e-05,132.47294,0.0059,-0.0059,0.307,0.14400000000000002,-0.307,1.663,0.175,-0.175,98.5,13.3,-13.3,0.86,0.26,-0.08,1420.0,965.03,858.81,-263.93,8.9,1.0,5749.0,153.0,-170.0,4.547,0.036000000000000004,-0.204,0.8640000000000001,0.263,-0.08199999999999999,293.10568,38.374340000000004,15.190999999999999
0.0,20.413812,0.000322,-0.000322,148.5092,0.0133,-0.0133,1.158,6.827000000000001,-0.027000000000000003,5.806,0.748,-0.748,496.0,52.6,-52.6,16.5,4.01,-1.34,586.0,27.84,20.61,-7.04,11.6,1.0,5514.0,166.0,-166.0,4.569,0.038,-0.161,0.826,0.201,-0.067,293.90091,38.308689,15.38
0.0,67.41958542,1.86e-05,-1.86e-05,133.431122,0.000196,-0.000196,0.72,0.076,-0.034,7.645,0.0134,-0.0134,182000.0,329.0,-329.0,49.46,12.9,-6.89,470.0,11.48,8.79,-3.94,836.0,1.0,6071.0,163.0,-181.0,4.425,0.11599999999999999,-0.188,0.9620000000000001,0.25,-0.134,294.43991,38.38084,13.924000000000001
0.0,7.363572395,5.21e-06,-5.21e-06,138.70442,0.000582,-0.000582,0.922,0.08800000000000001,-0.038,5.7545,0.0332,-0.0332,130000.0,677.0,-677.0,82.22,27.0,-16.6,1287.0,649.25,611.6,-294.98,224.9,2.0,6793.0,165.0,-259.0,4.208,0.124,-0.18600000000000003,1.508,0.495,-0.304,294.66467,38.333,13.102
0.0,33.69320154,4.43e-06,-4.43e-06,158.866724,0.000106,-0.000106,0.379,0.005,-0.004,7.442189999999999,0.0061600000000000005,-0.0061600000000000005,509000.0,368.0,-368.0,68.86,14.6,-10.1,518.0,17.07,11.09,-5.92,1618.4,1.0,5427.0,161.0,-145.0,4.448,0.11699999999999999,-0.156,0.899,0.19,-0.132,285.33657999999997,38.450520000000004,14.898
0.0,1.1209977009999998,6e-06,-6e-06,131.48486,0.00506,-0.00506,1.114,0.021,-0.11900000000000001,11.243,0.773,-0.773,146.0,7.2,-7.2,66.58,4.74,-26.9,3992.0,60096.61,16554.14,-41379.69,58.1,1.0,6720.0,180.0,-220.0,3.373,0.366,-0.065,4.845,0.345,-1.955,294.93197999999995,39.81242,12.964
0.0,1.8749677480000002,3.3100000000000004e-07,-3.3100000000000004e-07,132.701553,0.000144,-0.000144,0.8170000000000001,0.002,-0.002,10.0159,0.0134,-0.0134,31500.0,38.6,-38.6,378.99,44.6,-134.0,4440.0,91765.97,28432.06,-55761.64,1566.6,1.0,4588.0,55.0,-75.0,2.2319999999999998,0.17600000000000002,-0.095,18.328,2.154,-6.462999999999999,294.93637,39.852482,10.805
0.0,2.40440112,3.06e-05,-3.06e-05,133.1975,0.0118,-0.0118,0.669,0.271,-0.45,5.49,0.348,-0.348,27.1,1.9,-1.9,0.42,0.03,-0.03,1172.0,447.52,91.32,-82.53,16.7,1.0,5433.0,75.0,-86.0,4.55,0.055,-0.055,0.769,0.052000000000000005,-0.052000000000000005,297.1174,39.859111999999996,12.632
0.0,21.926779,0.000657,-0.000657,135.5453,0.0334,-0.0334,0.542,0.431,-0.325,10.05,1.3,-1.3,199.0,41.1,-41.1,1.26,0.37,-0.12,618.0,34.52,30.45,-10.06,10.5,1.0,5853.0,182.0,-203.0,4.544,0.036000000000000004,-0.192,0.868,0.252,-0.084,297.32239,39.87299,15.407
0.0,25.70600117,4.13e-06,-4.13e-06,156.644215,0.000132,-0.000132,0.43,0.004,-0.004,10.969000000000001,0.00758,-0.00758,465000.0,277.0,-277.0,67.11,18.0,-7.73,579.0,26.55,20.92,-8.15,2008.1,1.0,5642.0,152.0,-169.0,4.498,0.06,-0.18,0.903,0.242,-0.10400000000000001,297.98264,39.894081,13.592
0.951,6.27651592,5.870000000000001e-05,-5.870000000000001e-05,136.18032,0.00807,-0.00807,0.172,0.281,-0.172,1.973,0.20199999999999999,-0.20199999999999999,166.0,22.9,-22.9,0.65,0.07,-0.06,532.0,18.89,6.55,-5.34,8.9,1.0,3914.0,97.0,-107.0,4.748,0.05,-0.05,0.515,0.054000000000000006,-0.054000000000000006,289.15955,40.51181,15.515999999999998
0.0,3.115304946,2.65e-07,-2.65e-07,133.1240488,6.96e-05,-6.96e-05,0.89,0.011000000000000001,-0.011000000000000001,4.88748,0.003,-0.003,150000.0,101.0,-101.0,61.66,17.8,-7.6,1404.0,918.39,759.24,-293.85,1398.8,1.0,6367.0,153.0,-192.0,4.419,0.062,-0.188,1.087,0.314,-0.134,290.95132,40.54797,14.154000000000002
0.0,12.422524000000001,0.00124,-0.00124,141.875,0.0797,-0.0797,0.5660000000000001,0.418,-0.359,13.55,1.6,-1.6,33.9,6.0,-6.0,0.86,0.31,-0.11,1107.0,354.37,392.42,-129.89,6.7,1.0,7225.0,228.0,-314.0,4.281000000000001,0.07200000000000001,-0.217,1.4140000000000001,0.515,-0.184,297.59485,40.512299,13.087
0.0,12.4261809,0.00038500000000000003,-0.00038500000000000003,141.5307,0.0307,-0.0307,0.98,0.106,-0.005,29.09,2.0,-2.0,92.2,2.6,-2.6,1.88,0.51,-0.63,976.0,214.85,172.6,-130.41,39.0,1.0,5948.0,161.0,-178.0,4.106,0.35,-0.15,1.432,0.391,-0.478,297.64059,40.531952000000004,13.219000000000001
0.0,1.06995136,5.48e-06,-5.48e-06,132.30469,0.00466,-0.00466,0.17600000000000002,0.292,-0.17600000000000002,1.3219999999999998,0.147,-0.147,54.8,6.1,-6.1,0.9,0.27,-0.19,1991.0,3730.45,3282.05,-1718.47,10.8,1.0,5869.0,176.0,-176.0,4.274,0.185,-0.185,1.2209999999999999,0.35700000000000004,-0.268,298.40009,40.58567,14.174000000000001
0.0,2.158398259,2.32e-06,-2.32e-06,131.894054,0.000942,-0.000942,0.996,0.043,-0.044000000000000004,8.1633,0.0885,-0.0885,93000.0,575.0,-575.0,101.02,65.8,-65.8,1829.0,2649.52,5386.44,-2361.1,217.0,1.0,5210.0,140.0,-140.0,3.778,0.892,-0.297,1.946,1.268,-1.268,283.0451,41.860062,13.024000000000001
0.413,0.9951412000000001,1.01e-05,-1.01e-05,131.5268,0.0105,-0.0105,0.998,0.35100000000000003,-0.02,5.587999999999999,0.513,-0.513,102.0,7.3,-7.3,0.22,0.14,-0.01,509.0,15.69,34.56,-1.02,17.6,1.0,3325.0,117.0,-25.0,5.364,0.012,-0.228,0.109,0.073,-0.002,284.2399,41.819041999999996,15.673
0.993,43.535891,0.00042300000000000004,-0.00042300000000000004,155.20055,0.00868,-0.00868,0.258,0.214,-0.258,4.712,0.247,-0.247,577.0,45.4,-45.4,1.86,0.33,-0.16,444.0,9.19,5.25,-2.28,13.9,1.0,5481.0,166.0,-149.0,4.592,0.032,-0.12,0.778,0.141,-0.065,289.70703,41.843540000000004,15.857000000000001
0.0,1.39797542,4.04e-05,-4.04e-05,131.6767,0.023,-0.023,0.077,0.4,-0.077,9.06,1.0,-1.0,43.2,4.1,-4.1,0.49,0.05,-0.06,1316.0,709.8,267.62,-208.87,15.5,1.0,5074.0,136.0,-136.0,4.5360000000000005,0.075,-0.067,0.7609999999999999,0.086,-0.086,290.18521,41.867222,12.763
0.0,2.2127498,0.000105,-0.000105,132.7452,0.0556,-0.0556,0.22899999999999998,0.214,-0.22899999999999998,3.054,0.45899999999999996,-0.45899999999999996,22.7,2.9,-2.9,0.68,0.14,-0.2,1801.0,2494.14,1591.18,-1352.41,9.3,1.0,6195.0,167.0,-167.0,4.106,0.273,-0.11699999999999999,1.405,0.3,-0.401,291.60077,41.830639,13.386
0.0,0.776976021,3.1e-08,-3.1e-08,132.2745574,3.26e-05,-3.26e-05,1.222,0.021,-0.021,1.9540099999999998,0.00344,-0.00344,21200.0,4.6,-4.6,48.15,15.1,-6.47,2083.0,4459.03,4247.47,-1605.37,1582.9,2.0,5999.0,190.0,-232.0,4.423,0.07,-0.21,1.042,0.326,-0.14,291.99298,41.884125,12.722999999999999
0.0,2.25353739,4.0899999999999997e-07,-4.0899999999999997e-07,132.48670800000002,0.000151,-0.000151,0.82,0.019,-0.016,5.74622,0.00861,-0.00861,183000.0,225.0,-225.0,96.65,28.3,-25.8,2056.0,4215.56,3644.03,-2300.9,904.8,1.0,6951.0,192.0,-288.0,4.119,0.209,-0.171,1.662,0.48700000000000004,-0.44299999999999995,297.13776,42.68,13.450999999999999
0.0,17.99646148,1.25e-06,-1.25e-06,139.5431461,5.59e-05,-5.59e-05,1.091,0.027000000000000003,-0.031,4.65638,0.00238,-0.00238,62800.0,23.6,-23.6,114.45,35.0,-70.0,1004.0,240.38,227.2,-208.37,1951.8,1.0,5684.0,190.0,-173.0,3.7880000000000003,0.6559999999999999,-0.16399999999999998,2.249,0.688,-1.376,283.01212000000004,42.721272,11.511
0.0,1.386249249,2.3e-07,-2.3e-07,132.742206,0.000136,-0.000136,1.135,0.035,-0.03,2.9910400000000004,0.00809,-0.00809,47200.0,86.9,-86.9,78.6,22.8,-22.8,2137.0,4939.8,4366.47,-2813.33,560.0,1.0,6226.0,195.0,-239.0,4.135,0.24,-0.18,1.594,0.46299999999999997,-0.46299999999999997,283.16901,42.792114,11.765999999999998
0.0,0.5667998329999999,2.06e-06,-2.06e-06,131.64094,0.00403,-0.00403,0.851,0.052000000000000005,-0.588,5.542999999999999,0.149,-0.149,198.0,16.7,-16.7,1.27,0.27,-0.11,1900.0,3084.6,2042.9,-846.32,54.0,1.0,5488.0,182.0,-182.0,4.584,0.036000000000000004,-0.135,0.789,0.16399999999999998,-0.07,291.28311,42.741859000000005,15.524000000000001
0.0,0.566795728,5.43e-06,-5.43e-06,131.8148,0.0105,-0.0105,0.653,0.035,-0.518,2.79,0.691,-0.691,18.9,2.2,-2.2,0.64,0.13,-0.16,2755.0,13656.59,8619.97,-6906.06,12.4,1.0,6130.0,167.0,-167.0,4.151,0.21,-0.12300000000000001,1.393,0.293,-0.358,291.65758999999997,42.729649,13.379000000000001
0.0,14.66575978,1.32e-06,-1.32e-06,139.5741023,7.35e-05,-7.35e-05,0.5760000000000001,0.013000000000000001,-0.016,3.65814,0.00325,-0.00325,337000.0,200.0,-200.0,67.17,19.7,-12.1,712.0,60.89,53.62,-24.21,1143.6,1.0,5385.0,160.0,-144.0,4.369,0.162,-0.198,1.002,0.294,-0.18100000000000002,291.70828,42.797001,15.213
0.0,0.5667808360000001,6.53e-06,-6.53e-06,131.8749,0.0104,-0.0104,0.005,0.49200000000000005,-0.005,4.937,0.331,-0.331,60.9,6.5,-6.5,0.75,0.22,-0.08,2204.0,5608.62,4985.45,-1697.83,18.7,1.0,5949.0,184.0,-226.0,4.493,0.05,-0.2,0.9620000000000001,0.282,-0.094,291.74335,42.769482,15.328
0.532,4.7368156,0.000147,-0.000147,131.7876,0.0256,-0.0256,0.218,0.285,-0.218,2.84,1.0,-1.0,35.3,12.6,-12.6,0.6,0.2,-0.06,1137.0,395.05,377.3,-120.72,6.9,1.0,6088.0,165.0,-201.0,4.456,0.055999999999999994,-0.22399999999999998,1.011,0.32899999999999996,-0.11,289.20331,44.505138,13.922
0.0,15.44605962,8.61e-07,-8.61e-07,145.5341274,4.54e-05,-4.54e-05,0.3,0.008,-0.006999999999999999,4.5963,0.00183,-0.00183,331000.0,265.0,-265.0,52.93,16.2,-5.43,701.0,57.04,51.24,-16.85,2025.2,1.0,5838.0,157.0,-192.0,4.529,0.038,-0.212,0.897,0.275,-0.092,296.43854,43.965961,15.488
0.276,1.790518325,7.4e-08,-7.4e-08,132.93847340000002,3.43e-05,-3.43e-05,0.643,0.009000000000000001,-0.004,3.3462400000000003,0.00323,-0.00323,61500.0,28.3,-28.3,32.19,9.67,-4.83,1850.0,2761.65,2341.35,-996.21,2493.3,1.0,6586.0,148.0,-198.0,4.319,0.10099999999999999,-0.188,1.219,0.366,-0.183,296.55593999999996,43.967758,12.45
0.987,40.7698541,0.0006190000000000001,-0.0006190000000000001,158.86363,0.00963,-0.00963,0.20199999999999999,0.251,-0.20199999999999999,2.997,0.501,-0.501,240.0,39.1,-39.1,1.87,0.31,-0.25,585.0,27.73,11.69,-8.06,8.8,1.0,5884.0,70.0,-79.0,4.306,0.115,-0.115,1.21,0.19899999999999998,-0.163,297.46857,43.982009999999995,14.908
0.358,129.222771,0.00268,-0.00268,255.1859,0.0118,-0.0118,0.867,0.087,-0.66,7.272,0.415,-0.415,445.0,42.2,-42.2,2.01,0.08,-0.13,288.0,1.63,0.25,-0.3,12.0,1.0,4934.0,81.0,-81.0,4.515,0.067,-0.022000000000000002,0.809,0.031,-0.054000000000000006,298.70001,43.976490000000005,14.784
0.0,7.140373046000001,4.56e-07,-4.56e-07,138.008012,5.2900000000000005e-05,-5.2900000000000005e-05,0.309,0.006,-0.003,7.07032,0.00262,-0.00262,205000.0,80.2,-80.2,61.56,15.8,-17.6,1132.0,388.56,294.99,-213.55,3250.0,1.0,5945.0,161.0,-179.0,4.168,0.293,-0.158,1.3330000000000002,0.34299999999999997,-0.382,300.7731,43.962132000000004,13.232000000000001
0.0,53.64708486,9.41e-06,-9.41e-06,152.97204,0.00014199999999999998,-0.00014199999999999998,0.43200000000000005,0.002,-0.001,19.9499,0.00925,-0.00925,219000.0,99.0,-99.0,142.04,39.5,-26.3,753.0,75.91,59.56,-29.89,3272.4,1.0,5261.0,118.0,-118.0,3.5060000000000002,0.153,-0.187,2.943,0.818,-0.545,300.83307,43.962311,12.479000000000001
0.003,2.496328637,1.43e-07,-1.43e-07,132.2054088,4.8100000000000004e-05,-4.8100000000000004e-05,1.199,0.08900000000000001,-0.023,2.73115,0.0013800000000000002,-0.0013800000000000002,20500.0,25.0,-25.0,112.28,20.7,-38.6,2317.0,6804.42,3622.42,-4229.97,1412.4,1.0,6757.0,150.0,-217.0,3.842,0.273,-0.11699999999999999,2.615,0.483,-0.898,289.23157000000003,45.164322,11.210999999999999
0.0,16.31328124,2.16e-06,-2.16e-06,136.853981,0.00011200000000000001,-0.00011200000000000001,0.768,0.01,-0.002,4.45731,0.00732,-0.00732,71600.0,118.0,-118.0,30.85,9.45,-4.05,747.0,73.51,67.63,-24.98,982.3,1.0,6008.0,180.0,-198.0,4.44,0.07,-0.21,1.006,0.308,-0.132,289.53668,45.105140999999996,14.524000000000001
0.0,1.7213137790000002,1.95e-07,-1.95e-07,132.5318957,9.44e-05,-9.44e-05,0.315,0.006999999999999999,-0.004,3.54768,0.00441,-0.00441,535000.0,611.0,-611.0,83.69,24.6,-13.3,1627.0,1658.35,1431.25,-630.89,742.8,1.0,5960.0,160.0,-196.0,4.371,0.124,-0.18600000000000003,1.073,0.316,-0.17,289.74515,45.18716,15.187000000000001
0.981,5.01880305,3.8799999999999994e-05,-3.8799999999999994e-05,132.25191,0.00634,-0.00634,0.172,0.28800000000000003,-0.172,1.8230000000000002,0.187,-0.187,98.7,11.5,-11.5,1.08,0.37,-0.14,1178.0,455.98,450.97,-161.46,10.3,1.0,6220.0,166.0,-222.0,4.398,0.07200000000000001,-0.217,1.083,0.366,-0.147,290.21255,45.134991,14.540999999999999
0.0,1.50650745,1.5399999999999998e-05,-1.5399999999999998e-05,132.98683,0.00866,-0.00866,0.677,0.29,-0.466,2.622,0.287,-0.287,27.8,2.4,-2.4,1.13,0.25,-0.3,2498.0,9242.43,5892.76,-4931.67,14.4,1.0,6839.0,163.0,-225.0,4.003,0.204,-0.136,2.02,0.446,-0.545,293.82175,45.10775,12.491
0.0,8.209514329,1.4e-07,-1.4e-07,134.0632157,1.4000000000000001e-05,-1.4000000000000001e-05,1.079,0.051,-0.13699999999999998,4.14104,0.0019100000000000002,-0.0019100000000000002,141000.0,1.3,-1.3,149.52,35.8,-66.4,1371.0,834.79,621.79,-615.53,6579.3,1.0,6258.0,203.0,-248.0,3.8819999999999997,0.46399999999999997,-0.11599999999999999,2.1109999999999998,0.505,-0.938,298.44855,45.104176,12.120999999999999
0.0,3.431126546,9.090000000000001e-07,-9.090000000000001e-07,133.593104,0.000223,-0.000223,1.161,0.16399999999999998,-0.125,2.7986,0.0105,-0.0105,40200.0,143.0,-143.0,47.48,14.8,-11.1,1251.0,580.05,528.37,-278.04,308.5,1.0,5815.0,157.0,-174.0,4.349,0.22,-0.22,0.9690000000000001,0.301,-0.226,285.6626,45.21772,13.681
0.0,1.583334941,5.59e-07,-5.59e-07,132.377894,0.00029,-0.00029,0.7809999999999999,0.22,-0.039,4.4854,0.0191,-0.0191,177000.0,565.0,-565.0,52.0,15.5,-6.6,1548.0,1362.14,1216.03,-453.76,368.8,1.0,5846.0,175.0,-192.0,4.4719999999999995,0.065,-0.195,0.953,0.28300000000000003,-0.121,286.78952000000004,45.271381,14.932
0.0,8.429438192000001,2.9899999999999996e-07,-2.9899999999999996e-07,132.2922535,2.98e-05,-2.98e-05,0.428,0.006,-0.003,3.94306,0.0009,-0.0009,456000.0,1.8,-1.8,49.49,2.03,-4.15,582.0,27.16,6.01,-7.25,3072.5,1.0,4268.0,129.0,-142.0,4.602,0.052000000000000005,-0.017,0.68,0.027999999999999997,-0.057,286.81927,46.66478,14.117
0.9329999999999999,14.461834,0.00036,-0.00036,137.2566,0.0222,-0.0222,0.065,0.40299999999999997,-0.065,7.156000000000001,0.626,-0.626,80.2,11.2,-11.2,1.05,0.18,-0.21,785.0,89.86,39.81,-35.48,9.0,1.0,5457.0,81.0,-65.0,4.239,0.18600000000000003,-0.124,1.196,0.19899999999999998,-0.243,294.29364,46.629501,14.75
0.0,1.3742491069999998,4.0700000000000003e-07,-4.0700000000000003e-07,131.662968,0.00023199999999999997,-0.00023199999999999997,0.7709999999999999,0.142,-0.039,5.3181,0.0167,-0.0167,137000.0,372.0,-372.0,96.85,24.0,-36.0,2725.0,13078.76,9664.34,-8769.42,520.3,1.0,7053.0,197.0,-310.0,3.958,0.315,-0.135,2.121,0.526,-0.789,298.59238,46.690529,13.549000000000001
0.0,8.4804737,0.000118,-0.000118,135.834,0.0111,-0.0111,0.33,0.126,-0.33,6.157,0.31,-0.31,337.0,27.3,-27.3,1.85,0.54,-0.2,930.0,176.51,157.77,-55.51,14.5,1.0,6092.0,189.0,-232.0,4.471,0.05,-0.2,0.998,0.294,-0.105,298.73502,46.699791,15.79
0.0,4.994773558,1.1e-07,-1.1e-07,136.17449219999997,1.83e-05,-1.83e-05,0.41600000000000004,0.005,-0.002,4.48893,0.0006799999999999999,-0.0006799999999999999,260000.0,34.4,-34.4,62.69,18.5,-12.3,1264.0,604.21,524.02,-258.91,5742.0,1.0,6253.0,169.0,-188.0,4.271,0.185,-0.185,1.181,0.349,-0.23199999999999998,282.69977,46.717017999999996,13.038
0.0,1.105094098,2.8999999999999998e-08,-2.8999999999999998e-08,132.54619979999998,2.1899999999999997e-05,-2.1899999999999997e-05,0.161,0.002,-0.001,4.3819099999999995,0.0032600000000000003,-0.0032600000000000003,731000.0,507.0,-507.0,267.59,28.7,-115.0,3771.0,47811.67,17613.23,-34676.54,3732.8,1.0,8011.0,223.0,-335.0,3.773,0.39899999999999997,-0.07,2.927,0.314,-1.256,293.84622,48.050251,13.651
0.0,19.40669392,1.9e-06,-1.9e-06,149.807826,7.670000000000001e-05,-7.670000000000001e-05,0.424,0.006,-0.004,5.27765,0.00439,-0.00439,465000.0,286.0,-286.0,57.97,13.6,-4.54,597.0,30.05,20.85,-7.18,1496.8,1.0,5622.0,152.0,-152.0,4.588,0.038,-0.152,0.778,0.182,-0.061,299.07828,48.021969,13.564
0.0,7.143708297000001,5.18e-07,-5.18e-07,137.8041949,6.02e-05,-6.02e-05,0.162,0.019,-0.009000000000000001,5.83451,0.00299,-0.00299,203000.0,106.0,-106.0,44.78,12.6,-7.81,943.0,187.0,154.88,-72.7,2368.6,1.0,5655.0,152.0,-152.0,4.386,0.132,-0.182,0.992,0.28,-0.17300000000000001,290.61478,48.186771,14.17
0.0,0.9523778620000001,2.98e-07,-2.98e-07,132.335117,0.000263,-0.000263,1.248,0.09699999999999999,-0.048,4.0869,0.0164,-0.0164,2120.0,6.7,-6.7,28.44,7.68,-3.07,1713.0,2023.36,1604.86,-596.46,390.8,2.0,5662.0,152.0,-169.0,4.524,0.057999999999999996,-0.17300000000000001,0.863,0.233,-0.09300000000000001,290.68866,48.1992,14.713
0.0,3.5210506789999996,1.12e-06,-1.12e-06,134.218545,0.00025,-0.00025,1.266,0.27,-0.157,3.5323,0.0134,-0.0134,4880.0,16.5,-16.5,256.2,76.6,-142.0,2434.0,8306.9,7098.02,-6897.57,337.2,1.0,5149.0,123.0,-194.0,3.109,0.442,-0.23800000000000002,6.619,1.979,-3.675,296.47855,48.146159999999995,13.942
0.996,4.84847245,1.6899999999999997e-05,-1.6899999999999997e-05,131.90954,0.00275,-0.00275,0.191,0.27699999999999997,-0.191,0.8740000000000001,0.125,-0.125,555.0,67.4,-67.4,1.51,0.07,-0.14,667.0,46.85,11.7,-13.29,11.4,4.0,4137.0,136.0,-148.0,4.625,0.053,-0.018000000000000002,0.647,0.031,-0.057999999999999996,297.30438,48.195271000000005,14.849
0.019,1.941635737,1.1900000000000001e-07,-1.1900000000000001e-07,133.1097354,5.03e-05,-5.03e-05,1.071,0.042,-0.04,2.46683,0.00121,-0.00121,69800.0,12.2,-12.2,59.71,19.9,-6.63,1728.0,2109.03,1979.62,-647.02,1243.7,1.0,6525.0,145.0,-210.0,4.381,0.067,-0.20199999999999999,1.161,0.386,-0.129,293.68073,50.300259000000004,13.898
0.0,0.539445498,7.5e-08,-7.5e-08,131.898299,0.00011499999999999999,-0.00011499999999999999,1.214,0.069,-0.065,2.2821,0.005229999999999999,-0.005229999999999999,25300.0,34.3,-34.3,68.65,19.9,-18.1,2959.0,18153.51,15563.03,-9744.52,511.4,1.0,6486.0,181.0,-250.0,4.1739999999999995,0.209,-0.171,1.456,0.42200000000000004,-0.384,294.35016,50.351459999999996,13.698
0.0,20.7106853,0.00016999999999999999,-0.00016999999999999999,134.03191999999999,0.00673,-0.00673,1.252,0.6459999999999999,-0.095,42.736999999999995,0.35700000000000004,-0.35700000000000004,1000.0,7.8,-7.8,89.55,13.3,-28.7,1246.0,570.64,254.71,-339.96,154.4,1.0,6956.0,163.0,-225.0,3.738,0.278,-0.09300000000000001,2.888,0.428,-0.927,295.21255,50.31691,11.308
